page,breakpoint,component,selector,property,expected,before,after,beforeDiff,afterDiff,status,probableCss
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,box.width,348.3,481.39,231.69,133.09,-116.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,box.height,308,1717.72,308,1409.72,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,media.height,164,178,164,14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,overflow.selfX,0,24,24,24,24,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,box.width,348.3,481.39,231.7,133.09,-116.6,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,box.height,308,1717.72,308,1409.72,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,media.height,164,178,164,14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,overflow.selfX,0,24,24,24,24,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,box.width,348.3,481.39,231.69,133.09,-116.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,box.height,308,1717.72,308,1409.72,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,media.height,164,178,164,14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,overflow.selfX,0,24,24,24,24,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,worker/video-card,.results-videos-grid > .video-card,box.width,106.84,481.39,231.69,374.55,124.85,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,worker/video-card,.results-videos-grid > .video-card,box.height,189.97,855.8,411.88,665.83,221.91,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,worker/video-card,.results-videos-grid > .video-card,box.width,106.84,481.39,231.7,374.55,124.86,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,worker/video-card,.results-videos-grid > .video-card,box.height,189.97,855.8,411.91,665.83,221.94,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,worker/video-card,.results-videos-grid > .video-card,box.width,106.84,481.39,231.69,374.55,124.85,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,worker/video-card,.results-videos-grid > .video-card,box.height,189.97,855.8,411.88,665.83,221.91,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",box.height,46,17,15,-29,-31,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.left,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.right,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",box.height,46,17,15,-29,-31,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.left,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.right,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",box.height,46,17,15,-29,-31,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.left,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.right,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,filter-pills,".search-scope__option span, .search-scope__filter-toggle",lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,section-headers,.results-related__header,box.height,48,32.97,32.97,-15.03,-15.03,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,section-headers,.results-related__header,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,section-headers,.results-related__header,box.height,48,32.97,32.97,-15.03,-15.03,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,section-headers,.results-related__header,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,rails/containers,.search-results-workspace,box.x,164.3,304.3,304.3,140,140,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,rails/containers,.search-results-workspace,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,section-headers,.detail-section__header,box.width,481.39,439.38,439.38,-42.01,-42.01,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,section-headers,.detail-section__header,box.height,48,34.03,34.03,-13.97,-13.97,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,section-headers,.detail-section__header,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,section-headers,.detail-section__header,box.width,481.39,439.38,439.38,-42.01,-42.01,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,section-headers,.detail-section__header,box.height,48,32,32,-16,-16,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,section-headers,.detail-section__header,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,rails/containers,.ad-detail-shell,overflow.selfX,0,12,12,12,12,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,810x1080,rails/containers,.ad-detail-shell,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.width,230.78,481.39,230.78,250.61,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.height,137.69,96,96,-41.69,-41.69,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.aspectRatio,1.66,4.99,1.66,3.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.width,230.78,481.39,230.78,250.61,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.height,137.69,96,96,-41.69,-41.69,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.aspectRatio,1.66,4.99,1.66,3.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.width,230.78,481.39,230.78,250.61,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.height,137.69,96,96,-41.69,-41.69,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.aspectRatio,1.66,4.99,1.66,3.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,box.width,348.3,231.69,231.69,-116.61,-116.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,box.height,308,287.33,287.33,-20.67,-20.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,radius,22,0,22,-22,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,box.width,348.3,231.7,231.7,-116.6,-116.6,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,box.height,308,287.33,287.33,-20.67,-20.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,radius,22,0,22,-22,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,box.width,348.3,231.69,231.69,-116.61,-116.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,box.height,308,287.33,287.33,-20.67,-20.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,publication-card,[data-profile-posts-grid] > .publication-card,radius,22,0,22,-22,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,worker/video-card,[data-profile-workers-grid] > .video-card,box.width,106.84,481.39,231.69,374.55,124.85,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,worker/video-card,[data-profile-workers-grid] > .video-card,box.height,189.97,855.8,411.88,665.83,221.91,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,worker/video-card,[data-profile-workers-grid] > .video-card,box.width,106.84,481.39,231.7,374.55,124.86,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,worker/video-card,[data-profile-workers-grid] > .video-card,box.height,189.97,855.8,411.91,665.83,221.94,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,worker/video-card,[data-profile-workers-grid] > .video-card,box.width,106.84,481.39,231.69,374.55,124.85,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,worker/video-card,[data-profile-workers-grid] > .video-card,box.height,189.97,855.8,411.88,665.83,221.91,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,section-headers,.profile-section-heading,box.height,48,32,32,-16,-16,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,section-headers,.profile-section-heading,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,section-headers,.profile-section-heading,box.height,48,32,32,-16,-16,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,section-headers,.profile-section-heading,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,section-headers,.profile-section-heading,box.height,48,32,32,-16,-16,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,section-headers,.profile-section-heading,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,rails/containers,.profile-shell-content,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,padding.left,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,padding.right,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,radius,0,16,0,16,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,padding.left,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,padding.right,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,radius,0,16,0,16,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,padding.left,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,padding.right,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,radius,0,16,0,16,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,section-headers,.communities-v2-section__heading,box.height,48,32,32,-16,-16,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,section-headers,.communities-v2-section__heading,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,section-headers,.communities-v2-section__heading,box.height,48,57.02,57.02,9.02,9.02,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,section-headers,.communities-v2-section__heading,gap,18,11.34,11.34,-6.66,-6.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,rails/containers,.communities-v2-shell,box.x,164.3,304.3,304.3,140,140,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,box.width,292,904,289.33,612,-2.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,box.height,576.86,1193.06,576.86,616.2,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,media.aspectRatio,1.89,5.89,1.89,4,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,overflow.selfX,0,164,0,164,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,box.width,292,904,289.33,612,-2.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,box.height,576.86,1193.06,576.86,616.2,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,media.aspectRatio,1.89,5.89,1.89,4,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,overflow.selfX,0,164,0,164,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,box.width,292,904,289.34,612,-2.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,box.height,576.86,1193.06,576.86,616.2,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,media.aspectRatio,1.89,5.89,1.89,4,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,doke-ad-card,.results-grid > .doke-ad-card,overflow.selfX,0,164,0,164,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,box.width,292,904,289.33,612,-2.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,box.height,334.02,3063.55,1219.58,2729.53,885.56,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,media.height,198.39,256,256,57.61,57.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,media.aspectRatio,1.46,3.53,1.46,2.07,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,overflow.selfX,0,24,24,24,24,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,box.width,292,904,289.33,612,-2.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,box.height,334.02,3063.55,1219.58,2729.53,885.56,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,media.height,198.39,256,256,57.61,57.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,media.aspectRatio,1.46,3.53,1.46,2.07,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,overflow.selfX,0,24,24,24,24,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,box.width,292,904,289.34,612,-2.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,box.height,334.02,3063.55,1219.58,2729.53,885.56,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,media.height,198.39,256,256,57.61,57.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,media.aspectRatio,1.46,3.53,1.46,2.07,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,overflow.selfX,0,24,24,24,24,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,worker/video-card,.results-videos-grid > .video-card,box.width,214.5,904,289.33,689.5,74.83,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,worker/video-card,.results-videos-grid > .video-card,box.height,381.33,1607.11,514.36,1225.78,133.03,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,worker/video-card,.results-videos-grid > .video-card,box.width,214.5,904,289.33,689.5,74.83,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,worker/video-card,.results-videos-grid > .video-card,box.height,381.33,1607.11,514.36,1225.78,133.03,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,worker/video-card,.results-videos-grid > .video-card,box.width,214.5,904,289.34,689.5,74.84,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,worker/video-card,.results-videos-grid > .video-card,box.height,381.33,1607.11,514.38,1225.78,133.05,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",box.height,46,17,15,-29,-31,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.left,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.right,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",box.height,46,17,15,-29,-31,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.left,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.right,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",box.height,46,17,15,-29,-31,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.left,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",padding.right,14,0,14,-14,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,filter-pills,".search-scope__option span, .search-scope__filter-toggle",lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,section-headers,.results-related__header,box.width,912,904,904,-8,-8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,section-headers,.results-related__header,box.width,912,904,904,-8,-8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,rails/containers,.search-results-workspace,box.x,320,328,328,8,8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,rails/containers,.search-results-workspace,box.width,912,904,904,-8,-8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,box.width,292,260.61,260.61,-31.39,-31.39,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,box.height,576.86,376,376,-200.86,-200.86,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,media.height,153.59,132,132,-21.59,-21.59,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,box.width,292,260.61,260.61,-31.39,-31.39,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,box.height,576.86,376,376,-200.86,-200.86,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,media.height,153.59,132,132,-21.59,-21.59,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,box.width,292,260.61,260.61,-31.39,-31.39,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,box.height,576.86,376,376,-200.86,-200.86,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
