page,breakpoint,component,selector,property,expected,before,after,beforeDiff,afterDiff,status,probableCss
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,media.height,153.59,132,132,-21.59,-21.59,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,box.width,292,274.05,274.05,-17.95,-17.95,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,box.height,334.02,426.91,426.91,92.89,92.89,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,media.height,198.39,256,256,57.61,57.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,box.width,292,274.05,274.05,-17.95,-17.95,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,box.height,334.02,426.91,426.91,92.89,92.89,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,media.height,198.39,256,256,57.61,57.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,box.width,292,274.05,274.05,-17.95,-17.95,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,box.height,334.02,426.91,426.91,92.89,92.89,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,publication-card,[data-related-publications-list] > .publication-card,media.height,198.39,256,256,57.61,57.61,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,worker/video-card,[data-related-workers-list] > .video-card,box.width,214.5,180.5,180.5,-34,-34,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,worker/video-card,[data-related-workers-list] > .video-card,box.height,381.33,320.88,320.88,-60.45,-60.45,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,worker/video-card,[data-related-workers-list] > .video-card,box.width,214.5,180.5,180.5,-34,-34,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,worker/video-card,[data-related-workers-list] > .video-card,box.height,381.33,320.88,320.88,-60.45,-60.45,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,worker/video-card,[data-related-workers-list] > .video-card,box.width,214.5,180.5,180.5,-34,-34,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,worker/video-card,[data-related-workers-list] > .video-card,box.height,381.33,320.88,320.88,-60.45,-60.45,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,section-headers,.detail-section__header,box.width,912,510.34,510.34,-401.66,-401.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,section-headers,.detail-section__header,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,section-headers,.detail-section__header,box.width,912,510.34,510.34,-401.66,-401.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,section-headers,.detail-section__header,box.width,912,566.09,566.09,-345.91,-345.91,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,rails/containers,.ad-detail-shell,box.x,320,328,328,8,8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,rails/containers,.ad-detail-shell,box.width,912,904,904,-8,-8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,1280x800,rails/containers,.ad-detail-shell,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.width,292,889,284.33,597,-7.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.height,576.86,418.61,418.61,-158.25,-158.25,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.aspectRatio,1.89,5.77,1.89,3.88,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.width,292,889,284.33,597,-7.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.height,576.86,418.61,418.61,-158.25,-158.25,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.aspectRatio,1.89,5.77,1.89,3.88,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.width,292,889,284.34,597,-7.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,box.height,576.86,418.61,418.61,-158.25,-158.25,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,media.aspectRatio,1.89,5.77,1.89,3.88,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,box.width,292,284.33,284.33,-7.67,-7.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,box.height,334.02,321.72,321.72,-12.3,-12.3,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,radius,22,0,22,-22,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,box.width,292,284.33,284.33,-7.67,-7.67,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,box.height,334.02,321.72,321.72,-12.3,-12.3,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,radius,22,0,22,-22,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,box.width,292,284.34,284.34,-7.66,-7.66,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,box.height,334.02,321.72,321.72,-12.3,-12.3,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,publication-card,[data-profile-posts-grid] > .publication-card,radius,22,0,22,-22,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,worker/video-card,[data-profile-workers-grid] > .video-card,box.width,214.5,889,284.33,674.5,69.83,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,worker/video-card,[data-profile-workers-grid] > .video-card,box.height,381.33,1580.44,505.47,1199.11,124.14,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,worker/video-card,[data-profile-workers-grid] > .video-card,box.width,214.5,889,284.33,674.5,69.83,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,worker/video-card,[data-profile-workers-grid] > .video-card,box.height,381.33,1580.44,505.47,1199.11,124.14,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,worker/video-card,[data-profile-workers-grid] > .video-card,box.width,214.5,889,284.34,674.5,69.84,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,worker/video-card,[data-profile-workers-grid] > .video-card,box.height,381.33,1580.44,505.5,1199.11,124.17,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,section-headers,.profile-section-heading,box.width,912,889,889,-23,-23,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,section-headers,.profile-section-heading,box.width,912,889,889,-23,-23,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,section-headers,.profile-section-heading,box.width,912,889,889,-23,-23,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,rails/containers,.profile-shell-content,box.x,320,328,328,8,8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,rails/containers,.profile-shell-content,box.width,912,889,889,-23,-23,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,rails/containers,.profile-shell-content,textClipped,false,true,true,clipped,clipped,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,padding.left,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,padding.right,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,radius,0,16,0,16,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,padding.left,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,padding.right,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,radius,0,16,0,16,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,padding.left,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,padding.right,14,6,14,-8,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,radius,0,16,0,16,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,fontSize,13.33,16,13.33,2.67,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,lineHeight,15.33,0,15.33,-15.33,0,fixed,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,section-headers,.communities-v2-section__heading,box.width,912,904,904,-8,-8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,section-headers,.communities-v2-section__heading,box.width,912,904,904,-8,-8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,section-headers,.communities-v2-section__heading,box.height,34,39.69,39.69,5.69,5.69,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,rails/containers,.communities-v2-shell,box.x,320,328,328,8,8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,rails/containers,.communities-v2-shell,box.width,912,904,904,-8,-8,remaining,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,390x844,doke-ad-card,.results-grid > .doke-ad-card,textClipped,false,,true,,clipped,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,390x844,publication-card,.results-before-after-grid > .publication-card,media.height,164,,150,,-14,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,390x844,worker/video-card,.results-videos-grid > .video-card,box.width,354,,319.8,,-34.2,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,390x844,worker/video-card,.results-videos-grid > .video-card,box.height,479.97,,568.52,,88.55,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,390x844,rails/containers,.search-results-workspace,textClipped,false,,true,,clipped,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,608x926,doke-ad-card,.results-grid > .doke-ad-card,textClipped,false,,true,,clipped,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,608x926,publication-card,.results-before-after-grid > .publication-card,media.height,164,,150,,-14,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,608x926,worker/video-card,.results-videos-grid > .video-card,box.width,572,,320,,-252,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,608x926,worker/video-card,.results-videos-grid > .video-card,box.height,775.55,,568.88,,-206.67,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,608x926,rails/containers,.search-results-workspace,overflow.selfX,0,,41,,41,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,608x926,rails/containers,.search-results-workspace,textClipped,false,,true,,clipped,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
detalhe-anuncio.html,608x926,doke-ad-card,[data-similar-ads-grid] > .doke-ad-card,radius,24,,16,,-8,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,doke-ad-card,.results-grid > .doke-ad-card,box.height,266,,263,,-3,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,publication-card,.results-before-after-grid > .publication-card,radius,22,,0,,-22,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,810x1080,worker/video-card,.results-videos-grid > .video-card,radius,24,,16,,-8,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,radius,24,,0,,-24,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,810x1080,worker/video-card,[data-profile-workers-grid] > .video-card,radius,24,,0,,-24,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,810x1080,filter-pills,.communities-filter,box.height,46,,38,,-8,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,publication-card,.results-before-after-grid > .publication-card,radius,22,,0,,-22,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,worker/video-card,.results-videos-grid > .video-card,radius,24,,0,,-24,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
resultados.html,1280x800,rails/containers,.search-results-workspace,textClipped,false,,true,,clipped,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,radius,24,,0,,-24,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,doke-ad-card,[data-profile-services-grid] > .doke-ad-card,textClipped,false,,true,,clipped,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
perfil.html,1280x800,worker/video-card,[data-profile-workers-grid] > .video-card,radius,24,,0,,-24,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
comunidade.html,1280x800,filter-pills,.communities-filter,box.height,46,,38,,-8,remaining-new,assets/css/components/layout/marketplace-index-parity-contract.css
